JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459927.70422,10.092,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.157|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-8.416|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.517,0,1.744,Z,-9.157,-8.416,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70490,10.094,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.202|CREFERR=0.049|CREFMAG=10.452|KMAG=11.191|KMAGINS=-8.463|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.560,0,1.736,Z,-9.202,-8.463,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70557,10.112,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.151|CREFERR=0.049|CREFMAG=10.452|KMAG=11.201|KMAGINS=-8.402|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.491,0,1.727,Z,-9.151,-8.402,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70623,10.105,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.162|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.424|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.509,0,1.719,Z,-9.162,-8.424,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70690,10.099,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.185|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.438|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.538,0,1.711,Z,-9.185,-8.438,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70757,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.197|CREFERR=0.049|CREFMAG=10.452|KMAG=11.183|KMAGINS=-8.466|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.550,0,1.703,Z,-9.197,-8.466,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.70823,10.103,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.186|CREFERR=0.049|CREFMAG=10.452|KMAG=11.189|KMAGINS=-8.449|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.535,0,1.695,Z,-9.186,-8.449,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.708889,10.026,0.004,,V,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.70891,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.153|CREFERR=0.049|CREFMAG=10.452|KMAG=11.192|KMAGINS=-8.413|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.507,0,1.688,Z,-9.153,-8.413,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.709132,11.107,0.012,,B,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.709398,9.293,0.002,,R,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.70957,10.104,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.167|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.421|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.515,0,1.680,Z,-9.167,-8.421,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.709641,8.603,0.003,,I,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.709907,10.013,0.003,,V,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.710162,11.129,0.012,,B,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.71024,10.097,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.198|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.459|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.552,0,1.673,Z,-9.198,-8.459,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.710428,9.308,0.002,,R,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.710671,8.589,0.004,,I,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.71090,10.107,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.178|CREFERR=0.049|CREFMAG=10.452|KMAG=11.197|KMAGINS=-8.434|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.523,0,1.665,Z,-9.178,-8.434,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.710914,9.288,0.002,,R,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.711157,8.599,0.005,,I,RFDA,,ENSEMBLE,,X28561XB,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.179,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.71156,10.101,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.168|CREFERR=0.049|CREFMAG=10.452|KMAG=11.200|KMAGINS=-8.420|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.519,0,1.658,Z,-9.168,-8.420,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71240,10.090,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.180|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.443|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.542,0,1.649,Z,-9.180,-8.443,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71307,10.103,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.201|CREFERR=0.049|CREFMAG=10.452|KMAG=11.181|KMAGINS=-8.472|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.550,0,1.642,Z,-9.201,-8.472,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71373,10.099,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.195|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.457|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.548,0,1.635,Z,-9.195,-8.457,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71440,10.103,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.202|CREFERR=0.049|CREFMAG=10.452|KMAG=11.193|KMAGINS=-8.460|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.551,0,1.628,Z,-9.202,-8.460,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71507,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.197|CREFERR=0.049|CREFMAG=10.452|KMAG=11.196|KMAGINS=-8.453|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.550,0,1.621,Z,-9.197,-8.453,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71572,10.100,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.209|CREFERR=0.049|CREFMAG=10.452|KMAG=11.200|KMAGINS=-8.461|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.561,0,1.614,Z,-9.209,-8.461,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71640,10.097,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.198|CREFERR=0.049|CREFMAG=10.452|KMAG=11.193|KMAGINS=-8.457|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.553,0,1.607,Z,-9.198,-8.457,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71721,10.104,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.245|CREFERR=0.049|CREFMAG=10.452|KMAG=11.193|KMAGINS=-8.504|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.593,0,1.599,Z,-9.245,-8.504,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71788,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.185|CREFERR=0.049|CREFMAG=10.452|KMAG=11.191|KMAGINS=-8.446|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.539,0,1.592,Z,-9.185,-8.446,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71855,10.100,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.192|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.456|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.544,0,1.586,Z,-9.192,-8.456,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71921,10.094,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.170|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.434|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.528,0,1.580,Z,-9.170,-8.434,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.71987,10.111,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.241|CREFERR=0.049|CREFMAG=10.452|KMAG=11.208|KMAGINS=-8.485|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.582,0,1.573,Z,-9.241,-8.485,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72053,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.181|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.445|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.535,0,1.567,Z,-9.181,-8.445,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72120,10.098,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.190|CREFERR=0.049|CREFMAG=10.452|KMAG=11.191|KMAGINS=-8.451|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.545,0,1.561,Z,-9.190,-8.451,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72186,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.194|CREFERR=0.049|CREFMAG=10.452|KMAG=11.182|KMAGINS=-8.464|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.548,0,1.555,Z,-9.194,-8.464,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72269,10.098,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.210|CREFERR=0.049|CREFMAG=10.452|KMAG=11.185|KMAGINS=-8.476|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.564,0,1.547,Z,-9.210,-8.476,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72334,10.101,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.226|CREFERR=0.049|CREFMAG=10.452|KMAG=11.179|KMAGINS=-8.499|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.577,0,1.541,Z,-9.226,-8.499,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72362,9.995,0.1,,V,BVS,,105,111,X28357E,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.452,11.112,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.72362,9.316,0.1,,R,BVS,,105,111,X28357E,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,9.879,10.854,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.72362,8.643,0.1,,I,BVS,,105,111,X28357E,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,9.345,10.609,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459927.72402,10.096,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.201|CREFERR=0.049|CREFMAG=10.452|KMAG=11.185|KMAGINS=-8.468|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.557,0,1.535,Z,-9.201,-8.468,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72469,10.108,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.196|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-8.460|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.540,0,1.529,Z,-9.196,-8.460,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72537,10.104,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.238|CREFERR=0.049|CREFMAG=10.452|KMAG=11.208|KMAGINS=-8.482|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.586,0,1.524,Z,-9.238,-8.482,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72603,10.085,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.228|CREFERR=0.049|CREFMAG=10.452|KMAG=11.176|KMAGINS=-8.504|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.594,0,1.518,Z,-9.228,-8.504,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72670,10.102,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.215|CREFERR=0.049|CREFMAG=10.452|KMAG=11.198|KMAGINS=-8.469|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.565,0,1.512,Z,-9.215,-8.469,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72736,10.098,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.204|CREFERR=0.049|CREFMAG=10.452|KMAG=11.190|KMAGINS=-8.466|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.558,0,1.507,Z,-9.204,-8.466,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72802,10.093,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.202|CREFERR=0.049|CREFMAG=10.452|KMAG=11.189|KMAGINS=-8.464|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.560,0,1.501,Z,-9.202,-8.464,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72868,10.089,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.215|CREFERR=0.049|CREFMAG=10.452|KMAG=11.186|KMAGINS=-8.481|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.578,0,1.496,Z,-9.215,-8.481,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.72935,10.095,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.205|CREFERR=0.049|CREFMAG=10.452|KMAG=11.176|KMAGINS=-8.481|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.562,0,1.490,Z,-9.205,-8.481,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.73001,10.094,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.204|CREFERR=0.049|CREFMAG=10.452|KMAG=11.186|KMAGINS=-8.470|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.562,0,1.485,Z,-9.204,-8.470,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459927.818773,8.679,0.007,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.610,Z,18.257,19.609,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.818935,8.663,0.007,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.611,Z,18.261,19.618,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.819120,10.048,0.007,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.613,Z,17.997,18.705,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.819271,10.039,0.007,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.614,Z,17.993,18.701,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.819514,11.193,0.010,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.616,Z,18.736,18.801,,ASAS J060415+1245.9,VVS,STD,,,,
2459927.819792,11.202,0.010,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.619,Z,18.741,18.791,,ASAS J060415+1245.9,VVS,STD,,,,
2459928.23356,11.184,0.003,,B,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.163|CREFERR=0.006|CREFMAG=11.510|KMAG=13.784|KMAGINS=-6.889|KREFERR=0.015|KREFMAG=13.783|VMAGINS=-9.488",0,2.099,Z,-9.163,-6.889,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459928.23431,10.021,0.003,,V,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.810|CREFERR=0.020|CREFMAG=11.112|KMAG=13.228|KMAGINS=-7.694|KREFERR=3.000|KREFMAG=13.224|VMAGINS=-10.901",0,2.114,Z,-9.810,-7.694,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459928.23480,9.285,0.003,,R,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-10.001|CREFERR=0.063|CREFMAG=10.854|KMAG=12.874|KMAGINS=-7.981|KREFMAG=0.000|VMAGINS=-11.570",0,2.124,Z,-10.001,-7.981,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459928.23523,8.594,0.004,,I,MGW,,111,UCAC 4 514-019297,X28357SO,"T50 - SIDING SPRING|OBSERVAT=GMY CDK 17"" SSO T50|CMAGINS=-9.268|CREFERR=0.084|CREFMAG=10.609|KMAG=12.531|KMAGINS=-7.346|KREFMAG=0.000|VMAGINS=-11.283",0,2.131,Z,-9.268,-7.346,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459928.50329,9.934,0.0086,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459928.503927,10.9858,0.0090,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459928.504547,9.4977,0.0094,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459928.80600,10.121,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.260|CREFERR=0.049|CREFMAG=10.452|KMAG=11.197|KMAGINS=-7.515|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.591,0,1.135,Z,-8.260,-7.515,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.80667,10.120,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.025|CREFERR=0.049|CREFMAG=10.452|KMAG=11.201|KMAGINS=-7.276|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.357,0,1.134,Z,-8.025,-7.276,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.80749,10.121,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-7.964|CREFERR=0.049|CREFMAG=10.452|KMAG=11.193|KMAGINS=-7.222|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.294,0,1.132,Z,-7.964,-7.222,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.80815,10.126,0.008,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-7.830|CREFERR=0.049|CREFMAG=10.452|KMAG=11.203|KMAGINS=-7.078|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.156,0,1.131,Z,-7.830,-7.078,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.80881,10.122,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-7.951|CREFERR=0.049|CREFMAG=10.452|KMAG=11.200|KMAGINS=-7.203|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.281,0,1.130,Z,-7.951,-7.203,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.80948,10.128,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.109|CREFERR=0.049|CREFMAG=10.452|KMAG=11.205|KMAGINS=-7.356|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.433,0,1.128,Z,-8.109,-7.356,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81013,10.113,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.178|CREFERR=0.049|CREFMAG=10.452|KMAG=11.205|KMAGINS=-7.425|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.516,0,1.127,Z,-8.178,-7.425,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81079,10.111,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.210|CREFERR=0.049|CREFMAG=10.452|KMAG=11.195|KMAGINS=-7.467|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.551,0,1.126,Z,-8.210,-7.467,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81145,10.107,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.345|CREFERR=0.049|CREFMAG=10.452|KMAG=11.194|KMAGINS=-7.603|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.690,0,1.125,Z,-8.345,-7.603,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81211,10.106,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.387|CREFERR=0.049|CREFMAG=10.452|KMAG=11.188|KMAGINS=-7.651|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.733,0,1.124,Z,-8.387,-7.651,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81277,10.114,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.483|CREFERR=0.049|CREFMAG=10.452|KMAG=11.201|KMAGINS=-7.734|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.820,0,1.122,Z,-8.483,-7.734,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81343,10.117,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.570|CREFERR=0.049|CREFMAG=10.452|KMAG=11.197|KMAGINS=-7.825|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.906,0,1.121,Z,-8.570,-7.825,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81409,10.126,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.627|CREFERR=0.049|CREFMAG=10.452|KMAG=11.208|KMAGINS=-7.871|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.953,0,1.120,Z,-8.627,-7.871,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459928.81473,10.113,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-8.612|CREFERR=0.049|CREFMAG=10.452|KMAG=11.199|KMAGINS=-7.865|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-8.951,0,1.119,Z,-8.612,-7.865,,ASAS J060415+1245.9,AAVSO,STD,0,,,
