HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458820.41484,2019-12-02.9096221,bp,1.50,14.463,10.805,0.010,173.038,1.636,g
2458820.41605,2019-12-02.9108261,bp,1.46,14.872,10.757,0.006,180.688,0.960,g
2458820.84064,2019-12-03.3353993,bD,1.54,15.259,10.785,0.005,176.347,0.788,g
2458820.84192,2019-12-03.3366807,bD,1.53,15.258,10.778,0.005,177.394,0.790,g
2458820.84320,2019-12-03.3379582,bD,1.52,15.256,10.778,0.005,177.317,0.800,g
2458821.84078,2019-12-04.3355146,bD,1.46,15.277,10.793,0.004,174.922,0.678,g
2458821.84206,2019-12-04.3367938,bD,1.47,15.286,10.793,0.004,174.887,0.717,g
2458821.84334,2019-12-04.3380675,bD,1.50,15.287,10.796,0.004,174.460,0.685,g
2458822.39918,2019-12-04.8939026,bp,1.56,15.136,10.801,0.005,173.590,0.758,g
2458822.40041,2019-12-04.8951219,bp,1.56,15.138,10.811,0.005,172.014,0.741,g
2458822.40165,2019-12-04.8963623,bp,1.56,15.139,10.811,0.005,172.033,0.727,g
2458823.39687,2019-12-05.8915487,bp,1.50,15.142,10.822,0.005,170.236,0.763,g
2458823.39809,2019-12-05.8927702,bp,1.49,15.133,10.815,0.005,171.502,0.765,g
2458823.39932,2019-12-05.8939928,bp,1.49,15.137,10.823,0.005,170.166,0.769,g
2458823.66908,2019-12-06.1637486,bl,1.54,15.098,10.821,0.005,170.512,0.745,g
2458823.67029,2019-12-06.1649734,bl,1.47,15.101,10.824,0.005,169.976,0.740,g
2458824.39185,2019-12-06.8865003,bp,1.54,15.110,10.886,0.005,160.500,0.810,g
2458824.39305,2019-12-06.8877092,bp,1.51,15.083,10.834,0.005,168.382,0.759,g
2458824.39427,2019-12-06.8889262,bp,1.49,15.128,10.862,0.005,164.090,0.774,g
2458824.56427,2019-12-07.0589111,bp,1.57,15.183,10.873,0.005,162.481,0.729,g
2458824.56547,2019-12-07.0601186,bp,1.56,15.187,10.871,0.005,162.794,0.703,g
2458824.56669,2019-12-07.0613335,bp,1.55,15.182,10.869,0.005,163.018,0.740,g
2458824.83106,2019-12-07.3256959,bD,1.58,15.300,10.879,0.004,161.466,0.629,g
2458824.83234,2019-12-07.3269736,bD,1.55,15.296,10.888,0.005,160.281,0.664,g
2458824.83363,2019-12-07.3282712,bD,1.53,15.317,10.895,0.005,159.203,0.630,g
2458825.05376,2019-12-07.5483982,bD,1.47,15.377,10.890,0.003,159.919,0.577,g
2458825.05505,2019-12-07.5496798,bD,1.52,15.377,10.898,0.004,158.706,0.593,g
2458825.05633,2019-12-07.5509584,bD,1.51,15.375,10.891,0.003,159.774,0.563,g
2458825.40660,2019-12-07.9012164,bp,1.56,15.150,10.925,0.005,154.931,0.743,g
2458825.40801,2019-12-07.9026349,bp,1.56,15.145,10.926,0.005,154.723,0.764,g
2458825.40930,2019-12-07.9039189,bp,1.55,15.144,10.922,0.005,155.429,0.767,g
2458825.83122,2019-12-08.3258285,bD,1.52,15.313,10.922,0.005,155.237,0.663,g
2458825.83248,2019-12-08.3270990,bD,1.45,15.315,10.935,0.005,153.366,0.703,g
2458825.83376,2019-12-08.3283703,bD,1.50,15.319,10.922,0.005,155.344,0.675,g
2458826.85362,2019-12-09.3482094,bD,1.48,15.336,10.974,0.005,148.164,0.655,g
2458826.85491,2019-12-09.3494968,bD,1.50,15.353,10.980,0.005,147.180,0.663,g
2458826.85619,2019-12-09.3507774,bD,1.54,15.335,10.964,0.005,149.361,0.660,g
2458827.86944,2019-12-10.3640048,bD,1.52,15.354,11.000,0.005,144.489,0.662,g
2458827.87072,2019-12-10.3652829,bD,1.52,15.352,10.998,0.005,144.812,0.676,g
2458827.87200,2019-12-10.3665667,bD,1.54,15.331,10.988,0.005,146.154,0.667,g
2458828.78223,2019-12-11.2767800,bl,1.62,15.057,11.002,0.006,144.250,0.759,g
2458828.78346,2019-12-11.2780027,bl,1.52,15.026,11.002,0.006,144.252,0.866,g
2458828.78468,2019-12-11.2792209,bl,1.62,15.055,11.005,0.006,143.955,0.775,g
2458834.04418,2019-12-16.5386353,bD,1.54,15.312,10.859,0.004,164.650,0.626,g
2458834.05081,2019-12-16.5452646,bD,1.97,15.317,10.857,0.005,164.960,0.654,g
2458834.56254,2019-12-17.0569930,bp,1.52,14.970,10.887,0.011,160.453,1.630,g
2458834.56373,2019-12-17.0581960,bp,1.55,15.034,10.844,0.007,166.876,1.068,g
2458837.04629,2019-12-19.5407241,bD,1.48,15.294,10.748,0.004,182.225,0.650,g
2458837.04757,2019-12-19.5420055,bD,1.47,15.296,10.745,0.004,182.843,0.683,g
2458837.04884,2019-12-19.5432809,bD,1.55,15.287,10.736,0.004,184.234,0.638,g
2458837.95942,2019-12-20.4538493,bD,1.53,15.304,10.713,0.004,188.129,0.665,g
2458837.96069,2019-12-20.4551203,bD,1.48,15.305,10.718,0.004,187.475,0.634,g
2458837.96197,2019-12-20.4563972,bD,1.52,15.298,10.708,0.004,189.100,0.654,g
2458838.64302,2019-12-21.1374432,bl,1.47,14.689,10.690,0.006,192.189,1.091,g
2458838.64425,2019-12-21.1386744,bl,1.46,14.709,10.691,0.005,192.170,1.020,g
2458838.64547,2019-12-21.1398953,bl,1.46,14.715,10.695,0.006,191.418,1.046,g
2458839.49239,2019-12-21.9868230,bp,1.60,15.143,10.714,0.005,188.136,0.749,g
2458839.49361,2019-12-21.9880383,bp,1.61,15.141,10.717,0.005,187.687,0.763,g
2458839.49483,2019-12-21.9892541,bp,1.63,15.161,10.752,0.005,181.597,0.756,g
2458841.68195,2019-12-24.1763636,bl,1.48,15.088,10.724,0.004,186.520,0.748,g
2458841.68316,2019-12-24.1775810,bl,1.45,15.076,10.713,0.005,188.270,0.794,g
2458841.68437,2019-12-24.1787958,bl,1.43,15.093,10.729,0.004,185.557,0.711,g
2458842.39521,2019-12-24.8896261,bp,1.52,15.166,10.757,0.005,180.811,0.749,g
2458842.39643,2019-12-24.8908458,bp,1.53,15.172,10.767,0.005,179.233,0.750,g
2458842.39764,2019-12-24.8920636,bp,1.59,15.178,10.773,0.005,178.076,0.717,g
2458842.57630,2019-12-25.0707282,bl,2.00,15.027,10.742,0.005,183.331,0.844,g
2458842.57753,2019-12-25.0719534,bl,2.02,15.025,10.734,0.005,184.710,0.856,g
2458843.57642,2019-12-26.0708556,bl,1.50,15.031,10.763,0.005,179.779,0.811,g
2458843.57764,2019-12-26.0720737,bl,1.51,15.036,10.772,0.005,178.398,0.832,g
2458843.57887,2019-12-26.0732989,bl,1.50,15.033,10.770,0.005,178.677,0.822,g
2458844.60714,2019-12-27.1015776,bl,1.46,15.096,10.793,0.005,174.880,0.745,g
2458844.60837,2019-12-27.1027968,bl,1.49,15.099,10.796,0.005,174.450,0.771,g
2458844.60958,2019-12-27.1040231,bl,1.51,15.101,10.801,0.005,173.536,0.745,g
2458845.87293,2019-12-28.3673834,bt,1.68,13.622,10.894,0.020,159.341,2.816,g
2458845.87416,2019-12-28.3686034,bt,1.65,13.807,10.902,0.016,158.346,2.331,g
2458845.87537,2019-12-28.3698186,bt,1.61,13.696,10.930,0.018,154.147,2.621,g
2458846.64552,2019-12-29.1399681,bl,1.49,14.948,10.877,0.007,161.895,1.031,g
2458846.64676,2019-12-29.1412115,bl,1.49,14.860,10.882,0.007,161.037,1.025,g
2458846.64797,2019-12-29.1424305,bl,1.47,14.858,10.903,0.008,158.111,1.060,g
2458847.00450,2019-12-29.4989559,bD,1.62,15.366,10.907,0.004,157.512,0.594,g
2458847.00579,2019-12-29.5002399,bD,1.57,15.361,10.896,0.004,159.155,0.587,g
2458847.00707,2019-12-29.5015277,bD,1.56,15.375,10.904,0.004,157.863,0.582,g
2458847.51175,2019-12-30.0062083,bp,1.47,15.235,10.927,0.005,154.568,0.673,g
2458847.51295,2019-12-30.0074162,bp,1.53,15.237,10.936,0.005,153.330,0.659,g
2458847.51416,2019-12-30.0086238,bp,1.50,15.235,10.943,0.005,152.309,0.678,g
2458848.00095,2019-12-30.4954163,bD,1.62,15.387,10.943,0.004,152.276,0.574,g
2458848.00223,2019-12-30.4966917,bD,1.55,15.385,10.936,0.004,153.375,0.576,g
2458848.00351,2019-12-30.4979692,bD,1.52,15.391,10.941,0.004,152.581,0.570,g
2458849.47972,2019-12-31.9741989,bp,1.53,15.260,10.994,0.005,145.409,0.648,g
2458849.48093,2019-12-31.9754256,bp,1.57,15.265,10.996,0.005,145.076,0.648,g
2458849.48216,2019-12-31.9766445,bp,1.62,15.257,10.983,0.005,146.805,0.669,g
2458849.74496,2020-01-01.2394450,bD,1.97,15.334,11.004,0.005,144.061,0.656,g
2458849.74625,2020-01-01.2407362,bD,2.03,15.334,11.009,0.005,143.408,0.667,g
2458849.74753,2020-01-01.2420216,bD,2.07,15.317,11.007,0.005,143.712,0.665,g
2458850.80492,2020-01-02.2994267,bD,1.50,15.418,11.014,0.005,142.747,0.575,g
2458852.44950,2020-01-03.9440429,bp,1.51,15.238,10.983,0.005,146.882,0.658,g
2458852.45072,2020-01-03.9452579,bp,1.51,15.245,10.993,0.005,145.543,0.693,g
2458852.45192,2020-01-03.9464635,bp,1.57,15.226,10.976,0.005,147.765,0.687,g
2458853.35953,2020-01-04.8540888,bp,1.59,15.163,10.956,0.006,150.610,0.736,g
2458853.36086,2020-01-04.8554229,bp,1.56,15.172,10.957,0.005,150.365,0.708,g
2458853.36208,2020-01-04.8566400,bp,1.59,15.161,10.957,0.006,150.308,0.705,g
2458854.77963,2020-01-06.2742190,bD,2.06,15.270,10.882,0.006,161.155,0.797,g
2458854.78092,2020-01-06.2755043,bD,2.04,15.267,10.887,0.005,160.439,0.778,g
2458854.78221,2020-01-06.2767943,bD,2.10,15.256,10.883,0.005,161.059,0.748,g
2458861.68211,2020-01-13.1769068,bl,1.62,14.997,10.711,0.005,188.611,0.925,g
2458861.87645,2020-01-13.3712480,bt,1.56,15.008,10.679,0.005,194.255,0.896,g
2458861.87767,2020-01-13.3724687,bt,1.53,15.005,10.743,0.005,183.154,0.898,g
2458861.87889,2020-01-13.3736954,bt,1.57,14.991,10.741,0.006,183.526,1.017,g
2458862.86915,2020-01-14.3639916,bt,1.52,14.329,10.730,0.010,185.383,1.666,g
2458862.87037,2020-01-14.3652159,bt,1.51,13.878,10.768,0.014,179.097,2.318,g
2458862.87160,2020-01-14.3664413,bt,1.62,13.339,10.821,0.034,170.472,5.220,g
2458863.87281,2020-01-15.3676822,bt,1.64,14.455,10.778,0.008,177.300,1.430,g
2458863.87402,2020-01-15.3688972,bt,1.67,14.360,10.799,0.009,173.922,1.445,g
2458863.87524,2020-01-15.3701165,bt,1.62,14.459,10.765,0.009,179.444,1.516,g
2458864.58212,2020-01-16.0770192,bH,1.41,15.234,10.783,0.009,176.629,1.437,g
2458864.58339,2020-01-16.0782907,bH,1.41,15.243,10.790,0.008,175.381,1.293,g
2458864.58465,2020-01-16.0795524,bH,1.43,15.231,10.773,0.008,178.132,1.326,g
2458865.58600,2020-01-17.0809445,bH,1.43,14.920,10.796,0.006,174.483,0.970,g
2458865.58728,2020-01-17.0822256,bH,1.42,14.888,10.794,0.007,174.829,1.118,g
2458865.58855,2020-01-17.0834952,bH,1.39,14.870,10.821,0.006,170.488,0.999,g
2458866.57379,2020-01-18.0687780,bH,1.47,15.125,10.834,0.006,168.449,0.886,g
2458866.57507,2020-01-18.0700538,bH,1.45,15.120,10.833,0.005,168.647,0.812,g
2458866.57634,2020-01-18.0713266,bH,1.43,15.118,10.826,0.005,169.673,0.807,g
2458866.95434,2020-01-18.4493402,bD,1.59,15.339,10.845,0.004,166.822,0.606,g
2458866.95562,2020-01-18.4506174,bD,1.63,15.340,10.844,0.004,166.874,0.627,g
2458866.95689,2020-01-18.4518937,bD,1.98,15.318,10.838,0.004,167.794,0.603,g
2458867.91460,2020-01-19.4096460,bD,1.45,15.372,10.880,0.004,161.516,0.596,g
2458867.91588,2020-01-19.4109238,bD,1.52,15.368,10.877,0.004,161.867,0.612,g
2458867.91715,2020-01-19.4122005,bD,1.53,15.372,10.884,0.004,160.812,0.598,g
2458871.85399,2020-01-23.3492283,bt,1.48,15.192,11.019,0.006,142.034,0.768,g
2458871.85521,2020-01-23.3504412,bt,1.48,15.167,11.027,0.006,141.007,0.730,g
2458871.85643,2020-01-23.3516605,bt,1.49,15.191,10.996,0.006,145.024,0.697,g
2458872.84854,2020-01-24.3438259,bt,1.51,15.227,10.985,0.005,146.644,0.689,g
2458872.84976,2020-01-24.3450476,bt,1.50,15.229,11.002,0.005,144.315,0.705,g
2458872.85098,2020-01-24.3462694,bt,1.50,15.220,10.980,0.005,147.319,0.696,g
2458874.84164,2020-01-26.3370386,bt,1.55,15.179,10.912,0.005,156.798,0.740,g
2458874.84286,2020-01-26.3382599,bt,1.63,15.181,10.933,0.005,153.797,0.709,g
2458874.84408,2020-01-26.3394766,bt,1.61,15.184,10.942,0.005,152.518,0.697,g
2458875.83727,2020-01-27.3327206,bt,1.54,15.180,10.892,0.005,159.640,0.739,g
2458875.83849,2020-01-27.3339392,bt,1.52,15.173,10.883,0.005,160.980,0.751,g
2458875.83970,2020-01-27.3351525,bt,1.54,15.157,10.860,0.005,164.446,0.763,g
2458877.83173,2020-01-29.3273071,bt,1.57,15.114,10.771,0.005,178.511,0.774,g
2458877.83296,2020-01-29.3285290,bt,1.51,15.127,10.798,0.005,174.164,0.795,g
2458877.83417,2020-01-29.3297465,bt,1.56,15.120,10.793,0.005,175.003,0.754,g
2458878.83568,2020-01-30.3313121,bt,1.56,15.069,10.771,0.005,178.466,0.871,g
2458878.83690,2020-01-30.3325341,bt,1.53,15.063,10.750,0.005,181.968,0.801,g
2458878.83812,2020-01-30.3337572,bt,1.49,15.052,10.731,0.005,185.108,0.832,g
2458879.82077,2020-01-31.3164641,bt,1.50,15.110,10.782,0.005,176.794,0.812,g
2458879.82199,2020-01-31.3176814,bt,1.50,15.093,10.775,0.005,177.780,0.780,g
2458879.82321,2020-01-31.3189,bt,1.45,15.081,10.764,0.005,179.523,0.805,g
2458880.81876,2020-02-01.3145085,bt,1.51,15.101,10.749,0.005,182.126,0.789,g
2458880.81998,2020-02-01.3157293,bt,1.52,15.106,10.752,0.005,181.643,0.805,g
2458880.82120,2020-02-01.3169537,bt,1.52,15.092,10.735,0.005,184.446,0.788,g
2458881.81798,2020-02-02.3137983,bt,1.50,15.061,10.743,0.005,183.240,0.839,g
2458881.81919,2020-02-02.3150168,bt,1.53,15.042,10.705,0.005,189.785,0.857,g
2458881.82042,2020-02-02.3162414,bt,1.49,15.066,10.738,0.005,183.881,0.788,g
2458882.79326,2020-02-03.2891418,bt,1.55,15.086,10.731,0.005,185.215,0.824,g
2458882.79448,2020-02-03.2903601,bt,1.53,15.106,10.770,0.005,178.682,0.778,g
2458882.79569,2020-02-03.2915775,bt,1.51,15.101,10.758,0.005,180.690,0.822,g
2458883.60950,2020-02-04.1054307,bl,1.48,15.001,10.733,0.005,184.769,0.835,g
2458883.61071,2020-02-04.1066464,bl,1.49,15.015,10.727,0.005,185.760,0.845,g
2458883.61192,2020-02-04.1078613,bl,1.48,15.013,10.733,0.005,184.919,0.812,g
2458887.53976,2020-02-08.0359768,bl,2.16,14.982,10.831,0.006,168.948,0.958,g
2458887.54100,2020-02-08.0372150,bl,2.16,14.916,10.823,0.006,170.041,0.973,g
2458887.54224,2020-02-08.0384464,bl,2.15,14.953,10.816,0.006,171.233,0.971,g
2458887.80326,2020-02-08.2994875,bt,1.50,15.061,10.865,0.006,163.562,0.866,g
2458887.80448,2020-02-08.3007083,bt,1.49,15.065,10.864,0.006,163.987,0.879,g
2458887.80570,2020-02-08.3019278,bt,1.47,15.031,10.877,0.006,161.945,0.896,g
2458888.79277,2020-02-09.2890646,bt,1.57,15.015,10.916,0.006,156.235,0.886,g
2458888.79399,2020-02-09.2902862,bt,1.74,15.043,10.917,0.006,156.019,0.905,g
2458888.79520,2020-02-09.2915059,bt,1.50,15.010,10.916,0.006,156.212,0.862,g
2458889.69516,2020-02-10.1915333,bH,2.14,14.941,10.924,0.008,155.039,1.154,g
2458889.69644,2020-02-10.1928071,bH,1.98,14.880,10.819,0.007,170.752,1.141,g
2458889.69772,2020-02-10.1940953,bH,2.02,14.866,10.928,0.008,154.474,1.182,g
2458890.63539,2020-02-11.1318329,bH,1.46,15.202,10.960,0.006,149.864,0.883,g
2458890.63668,2020-02-11.1331165,bH,1.44,15.199,10.971,0.007,148.421,0.937,g
2458890.63796,2020-02-11.1344011,bH,1.49,15.205,10.956,0.007,150.413,0.941,g
2458891.65626,2020-02-12.1527766,bl,1.49,15.110,10.956,0.006,150.490,0.766,g
2458891.65748,2020-02-12.1540003,bl,1.47,15.110,10.989,0.006,146.068,0.769,g
2458891.65871,2020-02-12.1552314,bl,1.47,15.116,10.962,0.006,149.702,0.783,g
2458892.79666,2020-02-13.2932675,bt,1.50,15.207,11.043,0.006,138.840,0.678,g
2458892.79788,2020-02-13.2944883,bt,1.56,15.196,11.030,0.006,140.596,0.735,g
2458892.79911,2020-02-13.2957150,bt,1.52,15.189,11.031,0.006,140.497,0.719,g
2458893.68383,2020-02-14.1805056,bH,1.42,15.114,10.997,0.006,145.032,0.816,g
2458893.68511,2020-02-14.1817859,bH,1.45,15.118,10.988,0.007,146.127,0.870,g
2458893.68639,2020-02-14.1830630,bH,1.41,15.116,11.021,0.007,141.737,0.848,g
2458894.67668,2020-02-15.1734289,bl,1.51,15.068,10.988,0.006,146.168,0.777,g
2458894.67791,2020-02-15.1746637,bl,1.45,15.056,10.967,0.006,149.039,0.769,g
2458894.67913,2020-02-15.1758841,bl,1.49,15.043,10.981,0.006,147.080,0.830,g
2458898.31791,2020-02-18.8149643,bp,1.47,14.869,10.917,0.013,156.122,1.835,g
2458898.31913,2020-02-18.8161805,bp,1.49,14.029,11.263,0.038,113.459,3.941,g
2458900.27414,2020-02-20.7713523,bp,1.67,15.156,10.792,0.005,175.130,0.791,g
2458900.27536,2020-02-20.7725726,bp,1.62,15.150,10.778,0.005,177.243,0.774,g
2458904.40413,2020-02-24.9017027,bp,1.55,15.044,10.745,0.005,182.818,0.875,g
2458904.40535,2020-02-24.9029197,bp,1.51,15.037,10.734,0.005,184.778,0.892,g
2458904.40656,2020-02-24.9041393,bp,1.52,15.056,10.775,0.005,177.910,0.869,g
2458905.60139,2020-02-26.0990733,bl,1.51,15.037,10.750,0.005,181.959,0.809,g
2458905.60261,2020-02-26.1002925,bl,1.48,15.036,10.737,0.005,184.144,0.820,g
2458905.60383,2020-02-26.1015109,bl,1.49,15.038,10.741,0.005,183.555,0.855,g
2458906.74745,2020-02-27.2452329,bt,1.63,15.116,10.791,0.005,175.236,0.848,g
2458906.74868,2020-02-27.2464605,bt,1.67,15.102,10.776,0.005,177.690,0.759,g
2458906.74989,2020-02-27.2476728,bt,1.67,15.106,10.777,0.005,177.358,0.795,g
2458907.52699,2020-02-28.0248466,bH,1.62,15.146,10.809,0.005,172.366,0.857,g
2458907.52827,2020-02-28.0261238,bH,1.55,15.115,10.748,0.005,182.350,0.889,g
2458907.52954,2020-02-28.0274009,bH,1.51,15.129,10.773,0.005,178.162,0.806,g
2458907.56794,2020-02-28.0657989,bl,1.47,15.067,10.777,0.005,177.495,0.785,g
2458907.56915,2020-02-28.0670123,bl,1.45,15.063,10.777,0.005,177.463,0.810,g
2458908.56503,2020-02-29.0629899,bH,1.44,15.156,10.821,0.005,170.430,0.776,g
2458908.56631,2020-02-29.0642592,bH,1.41,15.155,10.817,0.005,171.074,0.833,g
2458908.56758,2020-02-29.0655354,bH,1.45,15.160,10.826,0.006,169.626,0.874,g
2458909.56374,2020-03-01.0617776,bl,1.50,15.094,10.837,0.005,167.996,0.769,g
2458909.56496,2020-03-01.0629996,bl,1.45,15.103,10.847,0.005,166.333,0.746,g
2458909.56619,2020-03-01.0642284,bl,1.48,15.090,10.832,0.004,168.703,0.719,g
2458910.57998,2020-03-02.0781200,bH,1.52,15.165,10.887,0.006,160.392,0.909,g
2458910.58126,2020-03-02.0793983,bH,1.45,15.161,10.886,0.005,160.554,0.823,g
2458910.58254,2020-03-02.0806744,bH,1.46,15.172,10.904,0.005,157.895,0.816,g
2458911.30837,2020-03-02.8065707,bp,1.63,15.111,10.931,0.006,154.076,0.780,g
2458911.30958,2020-03-02.8077878,bp,1.66,15.153,10.934,0.005,153.548,0.764,g
2458917.60447,2020-03-09.1032704,bl,1.53,14.936,10.893,0.006,159.602,0.935,g
2458917.60571,2020-03-09.1045040,bl,1.54,14.886,10.908,0.006,157.428,0.877,g
2458917.60693,2020-03-09.1057256,bl,1.55,14.926,10.897,0.006,158.851,0.961,g
2458918.66966,2020-03-10.1685622,bt,1.56,15.106,10.868,0.005,163.327,0.836,g
2458918.67090,2020-03-10.1698003,bt,1.62,15.129,10.888,0.005,160.210,0.811,g
2458918.67212,2020-03-10.1710164,bt,1.53,15.122,10.884,0.005,160.808,0.741,g
2458919.70355,2020-03-11.2025444,bt,1.48,14.980,10.874,0.006,162.290,0.910,g
2458919.70477,2020-03-11.2037699,bt,1.48,14.930,10.848,0.006,166.277,0.957,g
2458919.70599,2020-03-11.2049849,bt,1.42,14.894,10.846,0.006,166.462,1.017,g
2458920.60216,2020-03-12.1012444,bH,1.53,14.986,10.790,0.007,175.399,1.132,g
2458920.60343,2020-03-12.1025151,bH,1.46,15.017,10.799,0.007,173.973,1.202,g
2458920.60470,2020-03-12.1037887,bH,1.48,14.978,10.719,0.007,187.266,1.179,g
2458921.60940,2020-03-13.1085832,bH,1.51,15.017,10.768,0.007,178.949,1.229,g
2458921.61068,2020-03-13.1098596,bH,1.43,15.003,10.779,0.009,177.156,1.421,g
2458921.61195,2020-03-13.1111332,bH,1.48,15.022,10.797,0.009,174.345,1.408,g
2458922.54109,2020-03-14.0403596,bH,2.07,15.080,10.740,0.006,183.693,0.937,g
2458922.54237,2020-03-14.0416430,bH,2.05,15.082,10.747,0.006,182.371,1.029,g
2458922.54364,2020-03-14.0429150,bH,1.60,15.094,10.739,0.006,183.708,1.035,g
2458929.32407,2020-03-20.8240067,bp,1.52,15.100,10.809,0.005,172.380,0.776,g
2458929.32530,2020-03-20.8252295,bp,1.53,15.103,10.825,0.005,169.847,0.736,g
2458929.32652,2020-03-20.8264535,bp,1.53,15.112,10.834,0.005,168.469,0.826,g
2458930.32272,2020-03-21.8227582,bp,1.53,15.122,10.853,0.005,165.471,0.770,g
2458930.32395,2020-03-21.8239785,bp,1.48,15.119,10.839,0.005,167.792,0.769,g
2458930.32517,2020-03-21.8252060,bp,1.49,15.132,10.877,0.005,161.809,0.810,g
2458931.70072,2020-03-23.2008866,bt,1.53,15.157,10.931,0.005,154.092,0.767,g
2458931.70194,2020-03-23.2021015,bt,1.54,15.134,10.936,0.006,153.426,0.827,g
2458931.70315,2020-03-23.2033218,bt,1.64,13.862,11.083,0.036,133.961,4.373,g
2458942.74224,2020-04-03.2434951,bD,1.96,15.123,10.805,0.005,172.952,0.755,g
2458942.74354,2020-04-03.2447819,bD,1.96,15.208,10.803,0.005,173.385,0.739,g
2458942.74482,2020-04-03.2460672,bD,1.95,15.225,10.805,0.004,172.982,0.661,g
2458954.61197,2020-04-15.1143092,bt,2.09,15.109,10.994,0.007,145.305,0.868,g
2458954.61317,2020-04-15.1155236,bt,2.09,15.121,11.035,0.006,139.953,0.837,g
2458954.61439,2020-04-15.1167398,bt,2.11,15.098,10.988,0.006,146.089,0.806,g
2458956.60303,2020-04-17.1055468,bt,2.01,14.640,11.059,0.010,136.903,1.261,g
2458956.60426,2020-04-17.1067759,bt,1.98,14.291,11.065,0.013,136.132,1.599,g
2458956.60547,2020-04-17.1079857,bt,1.66,14.225,11.087,0.015,133.452,1.853,g
2458957.61194,2020-04-18.1145434,bt,1.44,15.010,11.094,0.007,132.471,0.844,g
2458957.61314,2020-04-18.1157524,bt,1.48,15.092,11.057,0.006,137.169,0.813,g
2458957.61436,2020-04-18.1169695,bt,1.49,15.122,11.068,0.006,135.664,0.768,g
2459069.12326,2020-08-07.6273858,bD,1.45,15.145,10.817,0.005,171.081,0.783,g
2459069.12451,2020-08-07.6286311,bD,1.52,15.139,10.825,0.005,169.870,0.836,g
2459069.12575,2020-08-07.629875,bD,1.53,15.112,10.813,0.005,171.625,0.882,g
2459070.12516,2020-08-08.6292310,bD,2.06,15.133,10.785,0.005,176.257,0.832,g
2459070.12642,2020-08-08.6304763,bD,2.05,15.082,10.803,0.005,173.450,0.830,g
2459071.12023,2020-08-09.6242190,bD,1.51,15.169,10.782,0.005,176.677,0.836,g
2459071.12147,2020-08-09.6254586,bD,1.53,15.159,10.785,0.005,176.152,0.849,g
2459071.12271,2020-08-09.6267016,bD,1.47,15.157,10.772,0.005,178.392,0.836,g
2459074.11362,2020-08-12.6173979,bD,1.51,15.217,10.779,0.005,177.205,0.827,g
2459074.11487,2020-08-12.6186456,bD,1.50,15.217,10.788,0.005,175.692,0.796,g
2459074.11610,2020-08-12.6198789,bD,1.46,15.220,10.792,0.005,174.936,0.767,g
2459084.08638,2020-08-22.5893756,bD,1.52,15.332,10.978,0.005,147.557,0.640,g
2459084.08761,2020-08-22.5906125,bD,1.53,15.327,10.975,0.005,147.952,0.650,g
2459084.08886,2020-08-22.5918567,bD,1.50,15.335,10.978,0.005,147.430,0.662,g
2459086.62987,2020-08-25.1326517,bp,1.60,99.990,99.990,99.990,99.990,99.990,g
2459086.63111,2020-08-25.1338912,bp,1.53,99.990,99.990,99.990,99.990,99.990,g
2459086.63235,2020-08-25.1351310,bp,1.55,99.990,99.990,99.990,99.990,99.990,g
2459089.94903,2020-08-28.4515234,bt,1.47,14.967,10.790,0.006,175.491,0.916,g
2459089.95027,2020-08-28.4527633,bt,1.45,14.983,10.817,0.006,170.958,0.913,g
2459089.95151,2020-08-28.4540072,bt,1.44,14.987,10.812,0.006,171.879,0.897,g
2459090.96902,2020-08-29.4714199,bt,1.51,15.004,10.809,0.006,172.362,0.896,g
2459090.97025,2020-08-29.4726460,bt,1.50,14.986,10.787,0.006,175.892,0.904,g
2459090.97148,2020-08-29.4738804,bt,1.48,14.985,10.784,0.006,176.263,0.971,g
2459094.05863,2020-09-01.5607584,bD,1.53,15.127,10.777,0.005,177.448,0.850,g
2459094.05988,2020-09-01.5619989,bD,1.56,15.131,10.783,0.005,176.586,0.881,g
2459094.06111,2020-09-01.5632361,bD,1.52,15.134,10.777,0.005,177.371,0.813,g
2459095.07805,2020-09-02.5800907,bD,1.50,15.181,10.793,0.005,174.951,0.769,g
2459095.07930,2020-09-02.5813325,bD,1.55,15.209,10.794,0.005,174.815,0.798,g
2459095.08056,2020-09-02.5825870,bD,1.54,15.189,10.788,0.005,175.672,0.806,g
2459096.05702,2020-09-03.5589568,bD,1.50,15.182,10.801,0.005,173.666,0.772,g
2459096.05826,2020-09-03.5602081,bD,1.51,15.184,10.800,0.005,173.752,0.811,g
2459096.05951,2020-09-03.5614465,bD,1.46,15.177,10.795,0.005,174.587,0.765,g
